1,766.0054
2,743.9011
3,733.0447
4,804.7512
5,859.9281
6,825.5751
7,801.7006
8,867.0358
9,833.5584
10,803.0366
11,811.6190
12,760.6569
13,797.7327
14,786.3488
15,809.1641
16,835.3793
17,900.9103
18,793.5469
19,732.6413
20,731.9000
21,754.9672
22,766.1142
23,709.5345
24,752.6803
25,830.8411
26,785.7961
27,721.8319
28,771.6536
29,794.5695
30,720.0038
31,772.2097
32,751.0189
33,782.0320
34,835.8478
35,807.8608
36,729.8828
37,720.5982
38,788.9165
39,804.4354
40,752.7106
41,874.9304
42,738.3748
43,843.4611
44,811.2912
45,803.6368
46,754.1554
47,836.0678
48,816.9175
49,802.0254
50,875.5000
51,814.5508
52,879.9165
53,800.5575
54,753.2193
55,869.6680
56,822.1400
57,754.8678
58,807.2927
59,794.3568
60,790.1719
61,801.9537
62,841.0972
63,837.3105
64,772.1715
65,808.7283
66,839.0797
67,762.0000
68,770.8684
69,794.2438
70,731.9222
71,682.2485
72,655.4338
73,1083.0529
74,706.0561
75,764.2053
76,765.0075
77,775.6270
78,717.1270
79,753.0116
80,751.6828
81,792.9890
82,819.4680
83,787.6637
84,909.7130
85,819.9600
86,749.5075
87,884.1860
88,819.9884
89,740.9496
90,742.8270
91,745.2657
92,813.5866
93,765.4727
94,732.0667
95,699.3656
96,729.4106
97,791.4671
98,835.2080
99,780.1911
100,740.0668
101,767.2746
102,771.3756
103,836.6973
104,808.2909
105,738.5789
106,762.7036
107,732.4603
108,737.6332
109,831.1856
110,794.9276
111,805.4393
112,718.0457
113,945.5988
114,2414.1779
115,1147.0200
116,755.5193
117,736.3592
118,723.2520
119,746.3290
120,739.5731
121,806.8522
122,754.6273
123,752.8081
124,758.2564
125,861.3159
126,1057.0145
127,822.7287
128,827.0739
129,732.5544
130,793.2623
131,715.3276
132,763.8693
133,760.7714
134,724.7548
135,800.0179
136,781.2441
137,818.5733
138,700.5637
139,735.5766
140,682.2536
141,741.3103
142,722.4883
143,752.9970
144,751.2706
145,806.4937
146,791.2071
147,829.9472
148,805.9258
149,745.6274
150,746.2922
151,719.7530
152,729.1080
153,852.2201
154,841.7934
155,744.3598
156,741.1343
157,747.8709
158,682.1325
159,797.3329
160,779.6652
161,950.7653
162,874.8154
163,688.1472
164,756.2866
165,757.4532
166,775.6151
167,792.8950
168,767.0440
169,697.9306
170,733.1638
171,819.7387
172,820.7721
173,760.9454
174,809.7770
175,803.3330
176,808.7277
177,796.1718
178,868.6487
179,696.3770
180,771.3429
181,803.8415
182,724.4050
183,787.1748
184,684.7084
185,794.6773
186,791.1160
187,787.5331
188,712.4656
189,803.1922
190,803.0425
191,831.6815
192,773.5546
