1,-6090156.7186
2,-6090263.7799
3,-6089689.0021
4,-6090153.7330
5,-6090012.0873
6,-6089537.9559
7,-6089241.1191
8,-6089563.7378
9,-6089453.3393
10,-6088832.9168
11,-6088962.0218
12,-6088668.4878
13,-6088939.9566
14,-6088856.8724
15,-6089626.8021
16,-6088830.5121
17,-6089767.5288
18,-6089422.0173
19,-6089385.7768
20,-6089306.3847
21,-6089626.9997
22,-6089433.8249
23,-6089649.3521
24,-6089481.9771
25,-6089862.0348
26,-6089544.9693
27,-6090097.5939
28,-6090413.2696
29,-6090803.9126
30,-6090056.4794
31,-6090050.0493
32,-6090315.3552
33,-6090124.9281
34,-6090081.0787
35,-6089745.7227
36,-6089531.3666
37,-6089695.5804
38,-6089273.9399
39,-6089335.4044
40,-6089196.1346
41,-6089444.6371
42,-6089869.2386
43,-6089053.4202
44,-6090062.4618
45,-6088991.5741
46,-6089771.1752
47,-6090030.5623
48,-6089851.4925
49,-6089596.8487
50,-6089379.4493
51,-6089340.0720
52,-6088857.5220
53,-6089621.0686
54,-6089783.7348
55,-6089245.8959
56,-6089170.2609
57,-6089436.7765
58,-6089428.6975
59,-6089718.5908
60,-6089719.3763
61,-6089660.4896
62,-6089912.0941
63,-6090101.8298
64,-6089203.6909
65,-6089780.2703
66,-6090183.0111
67,-6089891.7702
68,-6089415.0454
69,-6089576.1528
70,-6089825.4444
71,-6089230.9616
72,-6089150.5964
73,-6089662.0770
74,-6088442.6367
75,-6089551.2700
76,-6089969.1881
77,-6089888.8878
78,-6089263.1198
79,-6089203.6564
80,-6088811.4186
81,-6088988.9149
82,-6089329.6978
83,-6089098.7566
84,-6089624.6192
85,-6089202.2522
86,-6089847.5767
87,-6089496.9030
88,-6089200.6920
89,-6089228.2890
90,-6088966.0200
91,-6089507.8330
92,-6088621.2562
93,-6089617.2963
94,-6089505.8092
95,-6089873.9138
96,-6089349.7638
97,-6089609.4654
98,-6089279.3983
99,-6089614.3045
100,-6089186.7651
101,-6089346.5907
102,-6089765.8922
103,-6089803.8072
104,-6089222.1083
105,-6088922.9740
106,-6089753.6320
107,-6089684.3550
108,-6089325.3503
109,-6089923.3368
110,-6089546.7158
111,-6090101.5485
112,-6089751.6080
113,-6089646.1993
114,-6090381.0682
115,-6090200.0999
116,-6089797.7013
117,-6089339.3276
118,-6089470.3789
119,-6089309.2687
120,-6089278.0422
121,-6089343.2724
122,-6089006.4654
123,-6089902.7210
124,-6089495.5457
125,-6089892.5151
126,-6089492.3532
127,-6089185.4763
128,-6088984.3598
129,-6089408.6574
130,-6088888.1918
131,-6089619.4891
132,-6090224.7230
133,-6089450.1041
134,-6089680.8453
135,-6089173.6998
136,-6089046.0227
137,-6089083.9116
138,-6089420.6622
139,-6089443.3343
140,-6089439.3361
141,-6089054.1860
142,-6089383.7459
143,-6089002.8278
144,-6089646.4562
145,-6090313.7326
146,-6090169.2095
147,-6090742.6612
148,-6090055.8556
149,-6089415.3878
150,-6089561.3674
151,-6089372.2641
152,-6089539.9170
153,-6089744.9120
154,-6089054.0522
155,-6088627.5887
156,-6089737.6546
157,-6089602.3469
158,-6090047.3571
159,-6090123.8529
160,-6089458.1135
161,-6088889.8410
162,-6089648.6098
163,-6090261.1101
164,-6089351.0534
165,-6089842.3689
166,-6089879.6256
167,-6090038.6191
168,-6090417.5420
169,-6089898.5930
170,-6089469.3853
171,-6090018.1669
172,-6090053.8913
173,-6089915.1246
174,-6088336.4081
175,-6089145.4690
176,-6088537.1601
177,-6088613.1253
178,-6088636.3047
179,-6088832.9581
180,-6089726.3806
181,-6089117.0814
182,-6089990.3602
183,-6089492.1201
184,-6089619.9034
185,-6089882.6542
186,-6089146.8658
187,-6089314.1088
188,-6089564.8432
189,-6089378.3961
190,-6089380.5710
191,-6089550.1607
192,-6089857.6443
193,-6089812.4535
194,-6089854.7737
195,-6089004.0203
196,-6089859.6800
197,-6089798.9091
198,-6088811.5604
199,-6089371.0344
200,-6088865.1570
201,-6089216.6586
202,-6089337.3473
203,-6089776.0747
204,-6088987.0541
205,-6089776.1569
206,-6089332.1400
207,-6089472.5315
208,-6089273.1113
209,-6089234.8477
210,-6089241.2024
211,-6089833.2336
212,-6089659.1770
213,-6089597.7616
214,-6089178.8604
215,-6089316.3418
216,-6089231.1318
217,-6089387.9323
218,-6089116.7391
219,-6089317.6180
220,-6089285.8631
221,-6089632.0994
222,-6089164.9613
223,-6090233.2164
224,-6089566.1341
225,-6089159.1632
226,-6089334.4883
227,-6088900.3463
228,-6089398.8008
229,-6089623.7853
230,-6089863.8799
231,-6089782.0289
232,-6089366.9879
233,-6089602.8483
234,-6089439.6769
235,-6089466.8202
236,-6089814.4820
237,-6089805.9334
238,-6089864.2362
239,-6089932.1190
240,-6089377.0079
241,-6089550.1362
242,-6089016.6374
243,-6088577.3293
244,-6089619.5233
245,-6089456.1359
246,-6089454.7792
247,-6089741.4214
248,-6088548.3064
249,-6088538.3034
250,-6089272.6966
251,-6088810.1592
252,-6089090.7642
253,-6089887.5994
254,-6089422.8074
255,-6089157.7674
256,-6089891.1984
257,-6089193.6274
258,-6089238.5216
259,-6089165.0228
260,-6089553.9012
261,-6089084.5776
262,-6089752.9256
263,-6089771.2158
264,-6089836.8038
265,-6089624.2238
266,-6089417.0783
267,-6088898.2380
